/hdd1/abe/non-trial/md-service/../calculation/n2/100K/epsilon/1.3/Analysis	2	81
/hdd1/abe/non-trial/md-service/../calculation/n2/100K/epsilon/1.4/Analysis	2	81
/hdd1/abe/non-trial/md-service/../calculation/n2/100K/epsilon/1.5/Analysis	2	81
/hdd1/abe/non-trial/calculation/n2/100K/elongation/1.0/Analysis	2	81
/hdd1/abe/non-trial/calculation/n2/100K/elongation/1.1/Analysis	2	81
/hdd1/abe/non-trial/calculation/n2/100K/elongation/1.2/Analysis	2	81
/hdd1/abe/non-trial/calculation/n2/100K/elongation/1.3/Analysis	2	81
/hdd1/abe/non-trial/calculation/n2/100K/elongation/1.4/Analysis	2	81
/hdd1/abe/non-trial/calculation/n2/100K/elongation/1.5/Analysis	2	81
/hdd1/abe/non-trial/calculation/n2/100K/elongation/1.6/Analysis	2	81
/hdd1/abe/non-trial/calculation/n2/100K/elongation/1.7/Analysis	2	81
/hdd1/abe/non-trial/calculation/n2/100K/elongation/1.8/Analysis	2	81
/hdd1/abe/non-trial/calculation/n2/100K/elongation/1.9/Analysis	2	81
/hdd1/abe/non-trial/calculation/n2/100K/elongation/2.0/Analysis	2	81
